code	month	species	Moraceae	Fagaceae	Sapotaceae	Fabaceae	Rubiaceae	Loganiaceae	Cannabaceae	Acanthaceae	Poaceae	Convolvulaceae	Malvaceae	Oleaceae	Combretaceae	Rosaceae	Apocynaceae	Phyllanthaceae	Sapindaceae	Lentibulariaceae	Araliaceae	Urticaceae	Euphorbiaceae	Lamiaceae	Lauraceae	Vitaceae	Opiliaceae	Cucurbitaceae	Rutaceae	Solanaceae	Asteraceae	Hylocomiaceae	Salicaceae	Rhamnaceae	Elaeocarpaceae	Menispermaceae	Symplocaceae	Pteridaceae	Icacinaceae	Theaceae	Platanaceae	Ebenaceae	Juglandaceae	Celastraceae	Ulmaceae	Betulaceae	Pentaphylacaceae	Amaranthaceae	Aquifoliaceae	Brassicaceae	Pinaceae	Loranthaceae	Pittosporaceae	Sabiaceae	Stilbaceae	Primulaceae	Polygonaceae	Ranunculaceae	Cactaceae	Scrophulariaceae	Anacardiaceae	Styracaceae	Meliaceae	Hyacinthaceae	Zamiaceae	Caryophyllaceae	Chenopodiaceae	Capparaceae	Plantaginaceae	Burseraceae	Apiaceae	Schisandraceae	Chlorellaceae	Myrtaceae	Melastomataceae	Arecaceae	Ginkgoaceae	Cycadaceae	Taxaceae	Proteaceae	Smilacaceae	Bignoniaceae	Actinidiaceae	Adoxaceae	Thymelaeaceae	Begoniaceae	Annonaceae	Aristolochiaceae	Musaceae	Calceolariaceae	Gentianaceae	Balsaminaceae	Clusiaceae	Lardizabalaceae	Chlorococcaceae	Caprifoliaceae	Ericaceae	Hypericaceae	Cladophoraceae	Aizoaceae	Portulacaceae	Santalaceae	Phytolaccaceae	Podocarpaceae	habitat	seasonal
11	vb_october	10	T.germaini	3185.3935546875	3.88628458976745	14.1849393844604	184.792846679687	145.152755737304	1.16588544845581	3.10902786254882	203.252685546875	9.32708263397216	18.6541671752929	122.029342651367	6.6066837310791	700.697143554687	14.1849393844604	122.806594848632	443.230743408203	146.901550292968	69.5644989013671	0	6.02374172210693	145.152740478515	8.54982566833496	1.16588544845581	174.105560302734	0	7.77256965637207	20.4029941558837	33.2277374267578	32.8391036987304	7.96688365936279	0.777256965637207	1.36019968986511	19.8200511932373	0	0	5.82942676544189	0	0	0	26.4267349243164	0	0	18.8484802246093	17.0996532440185	0	0	0	1.36019968986511	1.16588532924652	1.55451381206512	0	0	0	0	0	0	2.72039937973022	0	3.10902786254882	0	0	0	0.582942724227905	0	0	0	0	1.55451381206512	1.55451381206512	0	0	0	1.94314229488372	1.55451381206512	0	2.52608513832092	0	0	0	0	0	0	0.582942724227905	0	0	0	0	0.582942724227905	0	0	0	0	0.582942724227905	0	0	0	0	0	0	0	0	0	RF	Wet
12	vb_september	9	T.germaini	3230.4775390625	3.99235200881958	13.1414909362792	182.816436767578	151.376678466796	1.9961758852005	2.16252398490905	200.782028198242	8.48374843597412	15.6367120742797	118.606124877929	8.81644439697265	690.676879882812	12.9751434326171	133.743774414062	449.305908203125	140.231353759765	63.5449333190918	0	5.15678787231445	141.063095092773	9.3154878616333	1.66347992420196	171.172088623046	0	7.48565959930419	22.124282836914	36.4302101135253	33.6022911071777	7.31931161880493	0	1.9961758852005	19.79541015625	0	0	4.99043989181518	0	0	0	26.1166343688964	0	0	15.4703636169433	15.4703636169433	0	0	0	1.9961758852005	0.99808794260025	0.99808794260025	0	0	0	0	0.665391981601715	0	2.66156792640686	0	3.99235200881958	0	0	0	0	0	0	0	0	1.82982790470123	2.16252398490905	0	0	0	2.32887196540832	0.831739962100982	0	2.16252398490905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RF	Wet
13	vht_april	4	T.hatinhensis	583.179077148437	4.42952823638916	291.969207763671	1883.435546875	209.073745727539	1545.90539550781	4.04985427856445	211.225219726562	4.04985475540161	372.206939697265	1.89836931228637	406.630737304687	1.89836931228637	43.9156112670898	171.739135742187	21.7679691314697	185.154266357421	1.0124636888504	1.39213752746582	113.522483825683	81.6298828125	3.41706466674804	107.700813293457	12.5292377471923	3.03739094734191	13.5417003631591	5.06231832504272	1.89836931228637	11.3902158737182	0	44.9280738830566	0	0	1.39213752746582	1.77181136608123	1.77181148529052	40.6251029968261	0	0	100.487014770507	0	15.6931867599487	0	0.759347736835479	0	0	13.0354690551757	1.0124636888504	3.54362273216247	0	0	0	9.11217308044433	0	0	0	0	6.7075719833374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13902163505554	0	0	0	0	0	1.0124636888504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LF	Dry
14	vht_august	8	T.hatinhensis	390.145324707031	3.27973055839538	2328.75122070312	1316.74047851562	248.689147949218	568.248962402343	9.9817886352539	278.777069091796	3.70752143859863	389.147186279296	191.222534179687	188.513198852539	1.85376071929931	32.6547088623046	45.2032394409179	21.8173370361328	62.1722793579101	1.56856679916381	1.28337275981903	120.209251403808	74.7208099365234	4.84829711914062	2.70934247970581	10.5521764755249	2.85193967819213	12.6911315917968	2.85193943977355	1.14077579975128	3.99271535873413	0	57.8943748474121	0	4.42050647735595	4.70569992065429	1.85376071929931	2.13895463943481	23.9562911987304	0	0	8.27062511444091	0	17.6820259094238	0	0	0	0	7.70023679733276	1.28337275981903	3.13713359832763	0	0	0	20.1061744689941	0	0	0.998178839683532	0	5.41868543624877	0	0	2.85193943977355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56856679916381	1.14077579975128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LF	Wet
15	vht_december	12	T.hatinhensis	701.4013671875	5.88123703002929	249.057586669921	1332.22790527343	386.115966796875	806.240844726562	10.4839439392089	500.672241210937	5.62553071975708	916.194458007812	171.322982788085	48.584129333496	0.511411905288696	28.1276531219482	135.524154663085	38.6115989685058	101.515266418457	3.32417726516723	3.06847119331359	282.043640136718	176.692810058593	6.90406036376953	3.83558917045593	49.6069526672363	4.09129524230957	27.8719482421875	1.02282381057739	1.78994166851043	1.02282381057739	0	96.9125442504882	0	5.88123655319213	5.88123655319213	4.09129524230957	1.27852964401245	35.7988319396972	0	0	20.4564762115478	0	24.0363578796386	0	0	0	0	8.18259048461914	1.53423559665679	3.57988309860229	0	0	0	13.808120727539	0	0	0.511411905288696	0	17.8994159698486	0	0	2.30135345458984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27852964401245	0	0	0	0	1.27852964401245	0	0	0	0	0	0	0	0	0	0	0.511411905288696	0	0	0	0	0	0	LF	Dry
16	vht_february	2	T.hatinhensis	1278.4287109375	5.2577781677246	187.045455932617	2219.04516601562	211.494110107421	1206.13427734375	2.49744462966918	214.911682128906	3.68044471740722	380.005920410156	2.10311126708984	58.624225616455	0.920111179351806	65.5907821655273	68.6140060424804	19.3223342895507	28.786334991455	1.70877790451049	1.70877790451049	115.276786804199	72.294448852539	3.81188917160034	52.8406715393066	10.7784452438354	2.6288890838623	14.1960010528564	10.2526674270629	1.70877790451049	0	0	45.8741149902343	0	0	1.84022235870361	2.10311126708984	1.84022235870361	26.1574459075927	0	0	20.3738899230957	0	15.2475566864013	0	3.02322244644165	0	0	9.85833358764648	1.05155563354492	4.46911144256591	0	0	0	9.98977851867675	0	0	0	0	7.36088943481445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.788666725158691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LF	Dry
17	vht_february	2	T.hatinhensis	839.845336914062	7.98287487030029	334.576354980468	1225.13647460937	423.561950683593	1277.26000976562	3.2870659828186	475.450622558593	8.21766471862793	901.360473632812	5.40017986297607	69.7327575683593	1.40874254703521	41.5579071044921	94.6205444335937	43.9058074951171	3.0522756576538	3.2870659828186	2.58269476890563	263.669647216796	153.552947998046	7.04371261596679	6.808922290802	15.261378288269	7.27850341796875	27.4704818725585	1.40874254703521	2.34790420532226	1.6435329914093	0	107.534019470214	0	0	3.2870659828186	5.40017986297607	1.6435329914093	55.8801231384277	0	0	20.4267673492431	0	39.4447937011718	0	0	0	0	14.0874261856079	2.11311388015747	7.51329374313354	0	0	0	20.4267673492431	0	0	0	0	12.9134740829467	0	0	0.939161717891693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17395210266113	0	0	0	0	0.704371273517608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LF	Dry
18	vht_january	1	T.hatinhensis	1154.74377441406	10.3536024093627	168.827117919921	1206.51171875	594.592590332031	375.899169921875	3.59206628799438	1779.34057617187	5.49374866485595	899.284362792968	5.28245019912719	7.60672855377197	0	2.74687433242797	90.2242584228515	23.665376663208	40.1466217041015	1.4790860414505	1.69038414955139	2.74687409400939	25.1444625854492	0	4.22596025466918	73.9542999267578	0	20.284610748291	6.12764263153076	0	1.90168213844299	0.633894026279449	69.7283477783203	0	0	4.01466226577758	1.26778805255889	9.71970844268798	7.81802654266357	0	0	73.7430038452148	0	27.8913383483886	0	0	0	0	1.05649006366729	0.845192074775695	0	0	0	0	0	0	0	1.05649006366729	0	0	0	0	1.69038414955139	1.05649006366729	0	0	0	0	0	18.5942249298095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LF	Dry
19	vht_july	7	T.hatinhensis	616.934387207031	3.75525283813476	500.521545410156	981.19384765625	379.280548095703	939.886108398437	14.4845466613769	346.019714355468	6.43757629394531	630.882446289062	556.313842773437	90.6625366210937	30.0420227050781	31.6514167785644	75.1050567626953	31.6514167785644	16.0939407348632	1.60939407348632	2.68232345581054	204.393035888671	131.970321655273	7.51050567626953	4.82818222045898	9.11989974975586	5.36464691162109	26.2867698669433	2.68232345581054	2.68232345581054	1.60939407348632	0	85.8343429565429	0	14.4845466613769	4.29171752929687	2.14585876464843	2.14585876464843	41.8442459106445	0	0	13.4116172790527	0	27.8961639404296	0.536464691162109	0.536464691162109	0	0	15.021011352539	2.14585876464843	8.04697036743164	0	0	0	14.4845466613769	8.58343505859375	0	0	0	15.021011352539	0	0	4.29171752929687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60939407348632	1.07292938232421	0.536464691162109	0	0	0	0.536464691162109	0	0	0	0	0	0	0	0	0	0.536464691162109	0	0	0	0	0	0	0	LF	Wet
20	vht_june	6	T.hatinhensis	512.486938476562	6.34205627441406	691.77197265625	779.828979492187	576.1513671875	830.5654296875	31.9542045593261	294.905609130859	5.85420560836792	512.242980957031	44.1504669189453	73.9093475341796	6.34205627441406	28.7831764221191	60.2495346069335	26.5878505706787	1586.9775390625	2.92710280418396	2.19532704353332	151.477569580078	92.203742980957	5.61028051376342	5.12242984771728	11.7084112167358	4.6345796585083	15.8551397323608	1.95140194892883	1.21962618827819	0.975700914859771	0	61.7130851745605	0	1.70747661590576	6.09813070297241	3.90280365943908	2.92710280418396	29.5149536132812	0	0	12.4401865005493	0	26.3439254760742	0	0	0	0	10.488784790039	1.70747661590576	3.65887856483459	0	0	0	21.7093448638916	0	0	0	0	9.75700950622558	0	0	0.487850457429885	0	0.487850457429885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73177570104599	0	0	0	0	0.73177570104599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LF	Dry
21	vht_march	3	T.hatinhensis	583.179077148437	4.42952823638916	291.969207763671	1883.435546875	209.073745727539	1545.90539550781	4.04985427856445	211.225219726562	4.04985475540161	372.206939697265	1.89836931228637	406.630737304687	1.89836931228637	43.9156112670898	171.739135742187	21.7679691314697	185.154266357421	1.0124636888504	1.39213752746582	113.522483825683	81.6298828125	3.41706466674804	107.700813293457	12.5292377471923	3.03739094734191	13.5417003631591	5.06231832504272	1.89836931228637	11.3902158737182	0	44.9280738830566	0	0	1.39213752746582	1.77181136608123	1.77181148529052	40.6251029968261	0	0	100.487014770507	0	15.6931867599487	0	0.759347736835479	0	0	13.0354690551757	1.0124636888504	3.54362273216247	0	0	0	9.11217308044433	0	0	0	0	6.7075719833374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13902163505554	0	0	0	0	0	1.0124636888504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LF	Dry
22	vht_may	5	T.hatinhensis	2365.7822265625	3.06162047386169	1292.51416015625	613.174560546875	281.839202880859	709.615600585937	2.72144031524658	232.853256225585	3.06162047386169	425.39517211914	3.23171043395996	33.1675567626953	1.02054023742675	18.8799934387207	143.896179199218	34.1880950927734	18.5398139953613	4.08216047286987	1.7009003162384	136.242111206054	81.4731216430664	11.0558519363403	13.4371128082275	7.82414150238037	3.06162047386169	14.4576520919799	0.68036013841629	4.59243059158325	0.850450158119201	0	55.7895278930664	0	2.38126039505004	1.53081035614013	2.38126039505004	1.53081023693084	30.7862949371337	0	0	10.5455818176269	0	33.847915649414	0	0	0	0	7.31387090682983	1.7009003162384	3.57189059257507	0	1.19063019752502	0	11.9063024520874	0	0	0	0	7.48396110534668	0	0	0	0	0	0	0	0	0	1.7009003162384	2.89153051376342	0	0	0	0	0	0	0	0	0	0	0.850450158119201	0	0	0	0	0.850450158119201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LF	Dry
23	vht_november	11	T.hatinhensis	625.177429199218	6.43039608001709	357.601501464843	940.266906738281	887.037475585937	1148.18298339843	318.304595947265	332.237152099609	5.7159080505371	620.175964355468	4.28693103790283	121.820281982421	1.0717327594757	32.1519813537597	71.4488449096679	179.336608886718	9.64559459686279	29.2940273284912	1.78622126579284	184.695281982421	205.058181762695	6.43039655685424	4.28693103790283	104.315315246582	5.35866355895996	43.2265548706054	0.357244253158569	6.43039655685424	64.6612091064453	0	121.820281982421	0	0.714488506317138	2.14346551895141	2.50070977210998	3.57244253158569	44.6555290222168	0	0	12.5035486221313	0	25.7215843200683	0	0.357244253158569	0	0	14.2897691726684	0.357244253158569	3.21519827842712	0	0.357244253158569	0	16.433235168457	0	0	0	0	11.7890605926513	0	0	0.357244253158569	2.14346551895141	0.714488506317138	0	0	0	0	0.357244253158569	0.714488506317138	0	0	0.357244253158569	0	0	0	0	0	0	0	0.714488506317138	0.357244253158569	0	0	0	1.78622126579284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LF	Dry
24	vht_october	10	T.hatinhensis	639.617431640625	4.33884048461914	376.394409179687	1462.91235351562	670.71240234375	929.596557617187	6.86983060836792	331.198150634765	7.23140096664428	599.483154296875	5.06198072433471	483.419158935546	1.08471012115478	28.9256019592285	74.1218566894531	92.2003631591796	3.97727036476135	69.4214477539062	2.16942024230957	181.869720458984	133.419342041015	5.06198024749755	5.06198024749755	18.0785026550292	3.97727036476135	32.5413055419921	0.36157003045082	9.76239109039306	109.917289733886	0	75.2065734863281	0	0	1.80785012245178	3.25413036346435	11.9318113327026	43.7499732971191	0	0	20.6094913482666	0	90.3925094604492	0.36157003045082	0	0	0	10.8471012115478	0.723140060901641	5.06198072433471	0	0	0	15.9090814590454	0	0	0	0	10.1239614486694	0	0	0.36157003045082	0	1.08471012115478	0	0	0	0	0.36157003045082	0	0	0	0	0	0	0	0	0	0	0	1.08471012115478	0.36157003045082	0	0	0	1.08471012115478	0	0	0	0	0	0	0	0	0	0	0.36157003045082	0	0	0	0	0	0	LF	Wet
25	vht_september	9	T.hatinhensis	750	6	763	1297	404	1103	5	386	8	743	17	120	1	39	91	41	3	1	3	214	225	7	5	14	7	19	0	7	44	0	90	0	2	5	2	2	55	0	0	26	0	35	0	0	0	0	16	0	10	0	0	0	16	0	0	0	0	15	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	LF	Wet
